Invoice Number,Order Date,Delivery Date,Shipping Type,Client Code,Client Name,Client Segment,Country,Location,Region Code,Zip Code,Product Code,Product Category,Product Description,Sale Amount,Quantity,DiscountRate,Profit Margin,Payment Method,Warranty (Years),Customer Satisfaction,Product Return Status,Sales Channel,Customer Loyalty Program,Marketing Campaign Code
INV-000094,2025-12-15,2025-12-19,Freight,CL-9752,Laura Martinez,E-commerce,Germany,Hamburg,TX,54436,PD-3403,Fitness Gear,Yoga Mat,182.98,10,0.07,115.96,Credit Card,3,2,No Return,In-Store,Silver,MC-8525
INV-000016,2024-06-17,2024-06-21,In-Store Pickup,CL-6641,Laura Martinez,E-commerce,Spain,Valencia,MI,48797,PD-4902,Fitness Gear,Decorative Lamp,82.59,1,0.32,91.5,Bank Transfer,1,1,No Return,Wholesale,None,MC-7775
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-7337
INV-000011,2024-05-13,2024-05-17,Freight,CL-5421,James Parker,Retail Partner,France,Paris,TX,66078,PD-1452,Home Decor,Yoga Mat,887.97,2,0.26,40.74,Cash,1,3,No Return,Wholesale,Platinum,MC-1188
INV-000040,2024-12-02,2024-12-06,Drone Delivery,CL-7953,Jennifer Lee,E-commerce,Germany,Berlin,SF,40897,PD-3960,Wearable Tech,Cordless Drill,2214.3,6,0.17,356.73,Cash,5,2,Returned,Wholesale,Bronze,MC-1369
INV-000001,2024-03-04,2024-03-08,Freight,CL-9940,David Harris,E-commerce,Spain,Madrid,NV,50176,PD-2296,Home Decor,Cordless Drill,924.88,10,0.16,390.52,Cash,1,5,No Return,Online,Gold,MC-9308
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-7135
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-5629
INV-000044,2024-12-30,2025-01-03,In-Store Pickup,CL-6608,Karen Wright,Retail Partner,Spain,Madrid,TX,32219,PD-4817,Garden Tools,Car Battery,827.59,5,0.26,366.28,PayPal,1,4,No Return,In-Store,Gold,MC-6314
INV-000053,2025-03-03,2025-03-07,Freight,CL-7565,Jennifer Lee,Retail Partner,Netherlands,The Hague,SF,58032,PD-1143,Automotive Parts,Smart Ring,177.66,3,0.28,218.25,Credit Card,2,1,No Return,In-Store,Gold,MC-8114
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-8993
INV-000084,2025-10-06,2025-10-10,Drone Delivery,CL-4359,Laura Martinez,Retail Partner,Germany,Hamburg,TX,41906,PD-4988,Automotive Parts,Decorative Lamp,1901.46,1,0.13,162.93,Bitcoin,2,4,No Return,In-Store,None,MC-6094
INV-000068,2025-06-16,2025-06-20,Drone Delivery,CL-4885,Jennifer Lee,E-commerce,Italy,Rome,MI,68918,PD-2281,Fitness Gear,Yoga Mat,1277.69,9,0.07,338.13,Cash,5,1,No Return,In-Store,Platinum,MC-4425
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-5318
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-7973
INV-000017,2024-06-24,2024-06-28,Freight,CL-4178,Laura Martinez,Retail Partner,Netherlands,Rotterdam,TX,72475,PD-1328,Automotive Parts,Decorative Lamp,591.03,6,0.26,104.13,Bitcoin,2,5,No Return,In-Store,Gold,MC-1143
INV-000081,2025-09-15,2025-09-19,Drone Delivery,CL-4609,Karen Wright,Retail Partner,Germany,Berlin,NV,75682,PD-4622,Garden Tools,Yoga Mat,1158.23,8,0.15,244.74,PayPal,2,3,No Return,Wholesale,None,MC-2738
INV-000080,2025-09-08,2025-09-12,In-Store Pickup,CL-8259,Karen Wright,E-commerce,France,Paris,MI,40639,PD-1727,Wearable Tech,Cordless Drill,1230.36,7,0.17,176.98,Bank Transfer,1,5,No Return,Wholesale,Bronze,MC-7255
INV-000046,2025-01-13,2025-01-17,In-Store Pickup,CL-7072,Karen Wright,E-commerce,Spain,Barcelona,MI,69543,PD-4770,Garden Tools,Cordless Drill,1514.69,8,0.09,309.08,Bitcoin,2,1,Returned,Wholesale,None,MC-3039
INV-000031,2024-09-30,2024-10-04,Drone Delivery,CL-4303,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,66295,PD-3610,Garden Tools,Yoga Mat,2455.02,5,0.19,27.87,Credit Card,5,2,No Return,Online,Gold,MC-2948
INV-000013,2024-05-27,2024-05-31,Drone Delivery,CL-7345,Jennifer Lee,Retail Partner,France,Marseille,NV,67537,PD-2746,Wearable Tech,Car Battery,2377.33,8,0.3,321.47,Bank Transfer,1,3,Returned,Wholesale,Bronze,MC-2800
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-3546
INV-000088,2025-11-03,2025-11-07,Freight,CL-3772,Laura Martinez,E-commerce,Germany,Berlin,TX,61096,PD-4806,Wearable Tech,Smart Ring,583.18,3,0.23,77.69,Bank Transfer,3,5,Returned,Online,None,MC-6436
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-1715
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-3972
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-9565
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-6130
INV-000026,2024-08-26,2024-08-30,Drone Delivery,CL-8694,James Parker,E-commerce,Spain,Barcelona,SF,62498,PD-4808,Home Decor,Yoga Mat,277.44,3,0.32,287.53,Bank Transfer,1,4,No Return,Online,None,MC-6588
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-2819
INV-000090,2025-11-17,2025-11-21,Drone Delivery,CL-5669,Jennifer Lee,Retail Partner,Germany,Munich,FL,31627,PD-2471,Automotive Parts,Smart Ring,1201.92,2,0.14,69.92,PayPal,2,3,Returned,In-Store,Bronze,MC-5455
INV-000048,2025-01-27,2025-01-31,Drone Delivery,CL-3080,Jennifer Lee,Retail Partner,Italy,Naples,SF,51873,PD-3712,Home Decor,Smart Ring,1356.37,9,0.13,383.98,Bank Transfer,3,2,Returned,In-Store,Platinum,MC-8713
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-3252
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-5859
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-9174
INV-000073,2025-07-21,2025-07-25,Drone Delivery,CL-8718,Laura Martinez,E-commerce,Italy,Naples,NV,33302,PD-2703,Wearable Tech,Car Battery,1108.45,2,0.2,235.24,Credit Card,3,4,Returned,Online,Platinum,MC-4491
INV-000011,2024-05-13,2024-05-17,Freight,CL-5421,James Parker,Retail Partner,France,Paris,TX,66078,PD-1452,Home Decor,Yoga Mat,887.97,2,0.26,40.74,Cash,1,3,No Return,Wholesale,Platinum,MC-4335
INV-000011,2024-05-13,2024-05-17,Freight,CL-5421,James Parker,Retail Partner,France,Paris,TX,66078,PD-1452,Home Decor,Yoga Mat,887.97,2,0.26,40.74,Cash,1,3,No Return,Wholesale,Platinum,MC-6345
INV-000039,2024-11-25,2024-11-29,In-Store Pickup,CL-3070,David Harris,E-commerce,Italy,Naples,MI,78138,PD-1499,Automotive Parts,Car Battery,686.63,3,0.32,123.65,Bitcoin,5,4,No Return,Wholesale,Bronze,MC-6751
INV-000068,2025-06-16,2025-06-20,Drone Delivery,CL-4885,Jennifer Lee,E-commerce,Italy,Rome,MI,68918,PD-2281,Fitness Gear,Yoga Mat,1277.69,9,0.07,338.13,Cash,5,1,No Return,In-Store,Platinum,MC-8275
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-2120
INV-000043,2024-12-23,2024-12-27,Freight,CL-4809,Karen Wright,E-commerce,France,Lyon,TX,43417,PD-4821,Garden Tools,Car Battery,2401.23,1,0.29,368.17,Credit Card,2,1,Returned,Online,Silver,MC-1274
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-2074
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-6498
INV-000039,2024-11-25,2024-11-29,In-Store Pickup,CL-3070,David Harris,E-commerce,Italy,Naples,MI,78138,PD-1499,Automotive Parts,Car Battery,686.63,3,0.32,123.65,Bitcoin,5,4,No Return,Wholesale,Bronze,MC-8745
INV-000009,2024-04-29,2024-05-03,Drone Delivery,CL-9811,Jennifer Lee,Retail Partner,France,Marseille,TX,31797,PD-2164,Garden Tools,Yoga Mat,2390.0,1,0.22,215.84,Credit Card,2,2,Returned,In-Store,Bronze,MC-6599
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-5007
INV-000036,2024-11-04,2024-11-08,Drone Delivery,CL-4614,Jennifer Lee,Retail Partner,Netherlands,Amsterdam,SF,66075,PD-3203,Wearable Tech,Smart Ring,1132.49,2,0.27,60.29,Bank Transfer,3,5,No Return,In-Store,None,MC-8729
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-3950
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-7433
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-2047
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-8881
INV-000029,2024-09-16,2024-09-20,Drone Delivery,CL-3781,Laura Martinez,E-commerce,Italy,Milan,FL,79731,PD-1994,Garden Tools,Decorative Lamp,1410.47,11,0.08,32.6,Cash,2,2,No Return,Wholesale,Platinum,MC-6506
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-4487
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-6449
INV-000074,2025-07-28,2025-08-01,Freight,CL-7206,James Parker,Retail Partner,Netherlands,Amsterdam,MI,71713,PD-1459,Home Decor,Decorative Lamp,2078.64,7,0.23,394.12,Bitcoin,5,3,No Return,Online,Bronze,MC-3134
INV-000020,2024-07-15,2024-07-19,In-Store Pickup,CL-2544,Jennifer Lee,Retail Partner,France,Lyon,NV,52069,PD-1744,Wearable Tech,Cordless Drill,1157.04,6,0.14,332.84,Bank Transfer,3,1,Returned,In-Store,Bronze,MC-2638
INV-000079,2025-09-01,2025-09-05,Freight,CL-6936,Jennifer Lee,E-commerce,Germany,Munich,FL,61568,PD-2331,Garden Tools,Decorative Lamp,1741.32,3,0.15,317.77,Cash,2,5,Returned,Online,Silver,MC-9029
INV-000017,2024-06-24,2024-06-28,Freight,CL-4178,Laura Martinez,Retail Partner,Netherlands,Rotterdam,TX,72475,PD-1328,Automotive Parts,Decorative Lamp,591.03,6,0.26,104.13,Bitcoin,2,5,No Return,In-Store,Gold,MC-2573
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-7685
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-9551
INV-000095,2025-12-22,2025-12-26,In-Store Pickup,CL-5522,David Harris,E-commerce,France,Lyon,SF,30933,PD-1988,Home Decor,Decorative Lamp,1823.99,1,0.29,103.98,Cash,3,4,No Return,Wholesale,None,MC-6280
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-7983
INV-000064,2025-05-19,2025-05-23,Drone Delivery,CL-7247,James Parker,E-commerce,Spain,Valencia,SF,30483,PD-3474,Fitness Gear,Decorative Lamp,347.79,3,0.15,152.67,PayPal,2,1,No Return,Online,Gold,MC-2745
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-4976
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-9204
INV-000071,2025-07-07,2025-07-11,Freight,CL-3158,James Parker,E-commerce,Germany,Munich,TX,64018,PD-3186,Fitness Gear,Smart Ring,2020.11,11,0.34,273.63,Bank Transfer,2,5,No Return,Online,Silver,MC-5312
INV-000011,2024-05-13,2024-05-17,Freight,CL-5421,James Parker,Retail Partner,France,Paris,TX,66078,PD-1452,Home Decor,Yoga Mat,887.97,2,0.26,40.74,Cash,1,3,No Return,Wholesale,Platinum,MC-2175
INV-000048,2025-01-27,2025-01-31,Drone Delivery,CL-3080,Jennifer Lee,Retail Partner,Italy,Naples,SF,51873,PD-3712,Home Decor,Smart Ring,1356.37,9,0.13,383.98,Bank Transfer,3,2,Returned,In-Store,Platinum,MC-2581
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-7033
INV-000051,2025-02-17,2025-02-21,In-Store Pickup,CL-5113,Laura Martinez,E-commerce,Germany,Hamburg,TX,37880,PD-4347,Garden Tools,Decorative Lamp,2352.75,8,0.31,272.32,Bitcoin,3,5,No Return,Wholesale,Silver,MC-3536
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-5793
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-3765
INV-000001,2024-03-04,2024-03-08,Freight,CL-9940,David Harris,E-commerce,Spain,Madrid,NV,50176,PD-2296,Home Decor,Cordless Drill,924.88,10,0.16,390.52,Cash,1,5,No Return,Online,Gold,MC-8637
INV-000095,2025-12-22,2025-12-26,In-Store Pickup,CL-5522,David Harris,E-commerce,France,Lyon,SF,30933,PD-1988,Home Decor,Decorative Lamp,1823.99,1,0.29,103.98,Cash,3,4,No Return,Wholesale,None,MC-6775
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-2740
INV-000036,2024-11-04,2024-11-08,Drone Delivery,CL-4614,Jennifer Lee,Retail Partner,Netherlands,Amsterdam,SF,66075,PD-3203,Wearable Tech,Smart Ring,1132.49,2,0.27,60.29,Bank Transfer,3,5,No Return,In-Store,None,MC-6765
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-6193
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-7683
INV-000015,2024-06-10,2024-06-14,In-Store Pickup,CL-2845,Jennifer Lee,Retail Partner,Spain,Valencia,SF,37049,PD-2077,Automotive Parts,Smart Ring,1819.8,4,0.28,260.79,Credit Card,2,3,Returned,Online,Bronze,MC-5701
INV-000015,2024-06-10,2024-06-14,In-Store Pickup,CL-2845,Jennifer Lee,Retail Partner,Spain,Valencia,SF,37049,PD-2077,Automotive Parts,Smart Ring,1819.8,4,0.28,260.79,Credit Card,2,3,Returned,Online,Bronze,MC-8533
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-8100
INV-000092,2025-12-01,2025-12-05,Drone Delivery,CL-6359,James Parker,E-commerce,Germany,Berlin,MI,73690,PD-1260,Automotive Parts,Cordless Drill,478.0,2,0.17,147.09,Cash,5,2,Returned,In-Store,Silver,MC-8686
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-4029
INV-000055,2025-03-17,2025-03-21,Freight,CL-7971,Laura Martinez,E-commerce,France,Marseille,SF,36389,PD-4139,Automotive Parts,Smart Ring,844.35,2,0.11,228.93,Cash,2,2,Returned,Wholesale,None,MC-5827
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-7057
INV-000015,2024-06-10,2024-06-14,In-Store Pickup,CL-2845,Jennifer Lee,Retail Partner,Spain,Valencia,SF,37049,PD-2077,Automotive Parts,Smart Ring,1819.8,4,0.28,260.79,Credit Card,2,3,Returned,Online,Bronze,MC-6637
INV-000028,2024-09-09,2024-09-13,Drone Delivery,CL-5250,James Parker,E-commerce,France,Marseille,FL,61583,PD-4054,Automotive Parts,Smart Ring,1554.67,9,0.34,247.04,PayPal,5,2,Returned,Wholesale,Bronze,MC-5880
INV-000055,2025-03-17,2025-03-21,Freight,CL-7971,Laura Martinez,E-commerce,France,Marseille,SF,36389,PD-4139,Automotive Parts,Smart Ring,844.35,2,0.11,228.93,Cash,2,2,Returned,Wholesale,None,MC-2948
INV-000009,2024-04-29,2024-05-03,Drone Delivery,CL-9811,Jennifer Lee,Retail Partner,France,Marseille,TX,31797,PD-2164,Garden Tools,Yoga Mat,2390.0,1,0.22,215.84,Credit Card,2,2,Returned,In-Store,Bronze,MC-5407
INV-000094,2025-12-15,2025-12-19,Freight,CL-9752,Laura Martinez,E-commerce,Germany,Hamburg,TX,54436,PD-3403,Fitness Gear,Yoga Mat,182.98,10,0.07,115.96,Credit Card,3,2,No Return,In-Store,Silver,MC-7348
INV-000046,2025-01-13,2025-01-17,In-Store Pickup,CL-7072,Karen Wright,E-commerce,Spain,Barcelona,MI,69543,PD-4770,Garden Tools,Cordless Drill,1514.69,8,0.09,309.08,Bitcoin,2,1,Returned,Wholesale,None,MC-3788
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-3599
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-8046
INV-000061,2025-04-28,2025-05-02,In-Store Pickup,CL-6333,Jennifer Lee,E-commerce,Spain,Barcelona,TX,78024,PD-1024,Automotive Parts,Cordless Drill,1988.92,6,0.16,40.5,Bank Transfer,3,1,Returned,Online,None,MC-9141
INV-000088,2025-11-03,2025-11-07,Freight,CL-3772,Laura Martinez,E-commerce,Germany,Berlin,TX,61096,PD-4806,Wearable Tech,Smart Ring,583.18,3,0.23,77.69,Bank Transfer,3,5,Returned,Online,None,MC-1469
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-7432
INV-000092,2025-12-01,2025-12-05,Drone Delivery,CL-6359,James Parker,E-commerce,Germany,Berlin,MI,73690,PD-1260,Automotive Parts,Cordless Drill,478.0,2,0.17,147.09,Cash,5,2,Returned,In-Store,Silver,MC-3871
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-6478
INV-000013,2024-05-27,2024-05-31,Drone Delivery,CL-7345,Jennifer Lee,Retail Partner,France,Marseille,NV,67537,PD-2746,Wearable Tech,Car Battery,2377.33,8,0.3,321.47,Bank Transfer,1,3,Returned,Wholesale,Bronze,MC-2023
INV-000092,2025-12-01,2025-12-05,Drone Delivery,CL-6359,James Parker,E-commerce,Germany,Berlin,MI,73690,PD-1260,Automotive Parts,Cordless Drill,478.0,2,0.17,147.09,Cash,5,2,Returned,In-Store,Silver,MC-8725
INV-000025,2024-08-19,2024-08-23,In-Store Pickup,CL-8402,David Harris,E-commerce,France,Marseille,SF,62686,PD-2761,Fitness Gear,Yoga Mat,2056.27,2,0.24,144.55,Cash,1,3,Returned,Online,None,MC-2993
INV-000060,2025-04-21,2025-04-25,Drone Delivery,CL-7191,David Harris,Retail Partner,France,Lyon,TX,60393,PD-3631,Garden Tools,Yoga Mat,2128.29,8,0.32,396.16,Credit Card,3,1,No Return,Wholesale,Platinum,MC-8211
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-6058
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-2974
INV-000096,2025-12-29,2026-01-02,Freight,CL-6369,Jennifer Lee,Retail Partner,Germany,Berlin,MI,36185,PD-3544,Home Decor,Cordless Drill,2201.19,4,0.06,112.23,Cash,3,3,No Return,Online,Silver,MC-9866
INV-000018,2024-07-01,2024-07-05,Drone Delivery,CL-9630,David Harris,Retail Partner,Netherlands,Amsterdam,TX,70695,PD-3571,Fitness Gear,Yoga Mat,1632.73,2,0.1,60.3,Bank Transfer,3,1,No Return,Online,Platinum,MC-5733
INV-000053,2025-03-03,2025-03-07,Freight,CL-7565,Jennifer Lee,Retail Partner,Netherlands,The Hague,SF,58032,PD-1143,Automotive Parts,Smart Ring,177.66,3,0.28,218.25,Credit Card,2,1,No Return,In-Store,Gold,MC-2992
INV-000026,2024-08-26,2024-08-30,Drone Delivery,CL-8694,James Parker,E-commerce,Spain,Barcelona,SF,62498,PD-4808,Home Decor,Yoga Mat,277.44,3,0.32,287.53,Bank Transfer,1,4,No Return,Online,None,MC-1817
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-3776
